name,market_capitalization_USD,price,country
Warner Bros. Discovery,27240000000.0,11.0,USA
Shenzhen Inovance,27220000000.0,10.0,China
E.ON,27130000000.0,10.0,Germany
Foxconn Industrial Internet,27070000000.0,1.0,China
Adidas,27030000000.0,148.0,Germany
ON Semiconductor,27010000000.0,62.0,USA
Cheniere Energy,26970000000.0,56.0,USA
Franco-Nevada,26970000000.0,140.0,Canada
Aptiv,26630000000.0,98.0,Ireland
Maybank,26630000000.0,4.0,Malaysia
Coca-Cola European Partners,26470000000.0,57.0,UK
Zimmer Biomet,26370000000.0,126.0,USA
Sampo,26370000000.0,51.0,Finland
Astellas Pharma,26360000000.0,14.0,Japan
EQT,26330000000.0,22.0,Sweden
Daimler Truck,26240000000.0,32.0,Germany
United Rentals,26150000000.0,377.0,USA
Thales,25960000000.0,122.0,France
Gartner,25960000000.0,329.0,USA
Albemarle,25960000000.0,222.0,USA
Wipro,25950000000.0,5.0,India
M&T Bank,25920000000.0,150.0,USA
Ashtead,25880000000.0,59.0,UK
Beiersdorf,25860000000.0,114.0,Germany
Wolters Kluwer,25790000000.0,103.0,Netherlands
Intact Financial,25790000000.0,147.0,Canada
Deutsche Bank,25750000000.0,12.0,Germany
BTG Pactual,25750000000.0,2.0,Brazil
Horizon Therapeutics,25640000000.0,113.0,Ireland
Amadeus IT Group,25640000000.0,57.0,Spain
Hormel Foods,25630000000.0,47.0,USA
Saudi Electricity,25600000000.0,6.0,S. Arabia
CBRE Group,25560000000.0,81.0,USA
Edison International,25530000000.0,67.0,USA
BeiGene,25490000000.0,245.0,China
Agnico Eagle Mines,25400000000.0,55.0,Canada
Fujitsu,25390000000.0,130.0,Japan
Mobileye,25350000000.0,32.0,Israel
Seagen,25280000000.0,136.0,USA
Coloplast,25240000000.0,119.0,Denmark
Formosa Petrochemical,25190000000.0,3.0,Taiwan
Diamondback Energy,25130000000.0,138.0,USA
Naturgy,25110000000.0,26.0,Spain
The Hartford,25090000000.0,79.0,USA
T. Rowe Price,25090000000.0,112.0,USA
Equifax,25050000000.0,205.0,USA
EnBW Energie,25030000000.0,92.0,Germany
Sartorius,24990000000.0,346.0,Germany
Skandinaviska Enskilda Banken,24850000000.0,12.0,Sweden
Veeva Systems,24840000000.0,160.0,USA
CDW Corporation,24800000000.0,183.0,USA
ULTA Beauty,24730000000.0,486.0,USA
Kellogg's,24720000000.0,72.0,USA
Assa Abloy,24690000000.0,22.0,Sweden
Flutter Entertainment,24640000000.0,67.0,Ireland
Trip.com,24590000000.0,38.0,China
SAIC Motor,24570000000.0,2.0,China
Riyad Bank,24520000000.0,8.0,S. Arabia
Tractor Supply,24480000000.0,222.0,USA
eBay,24470000000.0,45.0,USA
Baxter,24420000000.0,48.0,USA
UltraTech Cement,24380000000.0,85.0,India
Yum China,24280000000.0,58.0,China
Cellnex Telecom,24260000000.0,34.0,Spain
Rogers Communication,24240000000.0,48.0,Canada
FirstEnergy,24220000000.0,42.0,USA
Alexandria Real Estate Equities,24210000000.0,148.0,USA
Hannover Rück,24110000000.0,200.0,Germany
Genuine Parts Company,24110000000.0,171.0,USA
Vulcan Materials,24100000000.0,181.0,USA
Bridgestone,24080000000.0,35.0,Japan
SMIC,24080000000.0,2.0,China
Standard Chartered,24060000000.0,8.0,UK
Telkom Indonesia,24060000000.0,24.0,Indonesia
China Resources Beer,23850000000.0,7.0,Hong Kong
CK Hutchison Holdings,23790000000.0,6.0,Hong Kong
Lindt,23780000000.0,10252.0,Switzerland
Partners Group,23770000000.0,912.0,Switzerland
Imperial Brands,23760000000.0,25.0,UK
Raymond James,23690000000.0,110.0,USA
Tyson Foods,23640000000.0,66.0,USA
Arch Capital,23630000000.0,64.0,Bermuda
Fubon Financial,23610000000.0,2.0,Taiwan
Fifth Third Bank,23550000000.0,34.0,USA
ArcelorMittal,23450000000.0,29.0,Luxembourg
Central Japan Railway,23320000000.0,119.0,Japan
National Bank of Canada,23300000000.0,69.0,Canada
Sirius XM,23290000000.0,6.0,USA
Sandvik,23280000000.0,19.0,Sweden
Equity Residential,23260000000.0,59.0,USA
Weyerhaeuser,23260000000.0,32.0,USA
Nestlé India,23220000000.0,241.0,India
Fortive,23180000000.0,66.0,USA
McCormick & Company,23150000000.0,86.0,USA
First Republic Bank,23140000000.0,127.0,USA
DTE Energy,23140000000.0,119.0,USA
China Securities,23100000000.0,4.0,China
Delta Air Lines,23100000000.0,36.0,USA
Delta Electronics,23010000000.0,9.0,Taiwan
Ecopetrol,22890000000.0,11.0,Colombia
AvalonBay Communities,22890000000.0,164.0,USA
Dai-ichi Life Holdings,22860000000.0,22.0,Japan
Great-West Lifeco,22840000000.0,25.0,Canada
Ameren,22830000000.0,88.0,USA
CK Asset Holdings,22790000000.0,6.0,Hong Kong
Sociedad Química y Minera,22750000000.0,80.0,Chile
Olympus,22750000000.0,18.0,Japan
Entergy,22710000000.0,108.0,USA
DiDi,22710000000.0,5.0,China
ZTO Express,22630000000.0,28.0,China
Banorte,22480000000.0,8.0,Mexico
CNH Industrial,22470000000.0,17.0,UK
Oil & Natural Gas,22450000000.0,2.0,India
China Everbright Bank,22450000000.0,0.0,China
Anhui Conch Cement,22370000000.0,4.0,China
Canon,22370000000.0,22.0,Japan
COSCO Shipping,22370000000.0,1.0,China
Ingersoll Rand,22310000000.0,55.0,Ireland
Legrand,22310000000.0,84.0,France
Goodman Group,22280000000.0,12.0,Australia
Koninklijke DSM,22250000000.0,127.0,Netherlands
KE Holdings,22250000000.0,18.0,China
Chow Tai Fook,22240000000.0,2.0,Hong Kong
Trina Solar,22220000000.0,10.0,China
CrowdStrike,22200000000.0,95.0,USA
PPL,22060000000.0,30.0,USA
Telefónica,22050000000.0,4.0,Spain
Repsol,22000000000.0,16.0,Spain
Hewlett Packard Enterprise,21930000000.0,17.0,USA
Evolution Gaming,21860000000.0,102.0,Sweden
Naver,21800000000.0,145.0,S. Korea
Martin Marietta,21800000000.0,351.0,USA
VeriSign,21760000000.0,205.0,USA
Michelin,21710000000.0,30.0,France
Techtronic Industries,21610000000.0,11.0,Hong Kong
Longfor Group,21550000000.0,3.0,China
LabCorp,21530000000.0,243.0,USA
The Saudi British Bank,21470000000.0,10.0,S. Arabia
Principal,21390000000.0,87.0,USA
Unicharm,21370000000.0,36.0,Japan
Société Générale,21340000000.0,27.0,France
Epiroc,21260000000.0,19.0,Sweden
JSW Steel,21260000000.0,9.0,India
UDR Apartments,21120000000.0,39.0,USA
Adani Ports & SEZ,21100000000.0,10.0,India
Tesco,21090000000.0,3.0,UK
Huntington Bancshares,21060000000.0,15.0,USA
EDP Renováveis,21060000000.0,21.0,Spain
SSE,21050000000.0,19.0,UK
Endesa,20950000000.0,20.0,Spain
Regions Financial,20920000000.0,22.0,USA
Ansys,20850000000.0,239.0,USA
Schindler Group,20850000000.0,190.0,Switzerland
China Minsheng Bank,20840000000.0,1.0,China
Southwest Airlines,20820000000.0,35.0,USA
Argenx,20790000000.0,376.0,Netherlands
The Trade Desk,20700000000.0,42.0,USA
East Japan Railway,20680000000.0,55.0,Japan
FirstRand,20650000000.0,4.0,South Africa
Ericsson,20620000000.0,6.0,Sweden
Shanghai Airport,20610000000.0,8.0,China
Cardinal Health,20610000000.0,79.0,USA
Svenska Handelsbanken,20590000000.0,10.0,Sweden
Mitsubishi Electric,20590000000.0,10.0,Japan
Citizens Financial Group,20500000000.0,42.0,USA
Vonovia,20500000000.0,26.0,Germany
PTT Exploration and Production,20490000000.0,5.0,Thailand
Li Auto,20420000000.0,21.0,China
Ares Management,20410000000.0,69.0,USA
Church & Dwight,20380000000.0,84.0,USA
Sany Heavy Industry,20360000000.0,2.0,China
Datadog,20360000000.0,64.0,USA
Air China,20350000000.0,2.0,China
Teck Resources,20330000000.0,39.0,Canada
CGI,20320000000.0,85.0,Canada
Zoom,20310000000.0,70.0,USA
Insulet,20300000000.0,292.0,USA
Grupo Bimbo,20280000000.0,5.0,Mexico
Extra Space Storage,20230000000.0,144.0,USA
Yankuang Energy (Yanzhou Coal Mining),20220000000.0,5.0,China
BioMarin Pharmaceutical,20200000000.0,109.0,USA
Terumo,20190000000.0,27.0,Japan
Aena,20170000000.0,135.0,Spain
Sumitomo,20110000000.0,16.0,Japan
Komatsu,20090000000.0,21.0,Japan
Xylem,20050000000.0,111.0,USA
BOE Technology,20050000000.0,1.0,China
NTT Data,20040000000.0,14.0,Japan
CRRC,20020000000.0,0.0,China
China Unicom,20010000000.0,1.0,Hong Kong
Fujifilm,19940000000.0,50.0,Japan
Shiseido,19880000000.0,50.0,Japan
Quanta Services,19880000000.0,139.0,USA
Ganfeng Lithium,19850000000.0,10.0,China
NTPC Limited,19850000000.0,2.0,India
EDP Group,19840000000.0,5.0,Portugal
Fortis,19840000000.0,41.0,Canada
Atlantia,19810000000.0,24.0,Italy
Ryanair,19790000000.0,87.0,Ireland
Northern Trust,19730000000.0,95.0,USA
W. R. Berkley,19720000000.0,74.0,USA
Wheaton Precious Metals,19700000000.0,43.0,Canada
Veolia,19650000000.0,28.0,France
Conagra Brands,19630000000.0,41.0,USA
Kakao,19600000000.0,45.0,S. Korea
UPM-Kymmene,19570000000.0,37.0,Finland
Dover,19560000000.0,139.0,USA
Carlsberg,19550000000.0,158.0,Denmark
Tenaris,19540000000.0,33.0,Luxembourg
Warner Music Group,19510000000.0,38.0,USA
Antofagasta,19430000000.0,20.0,UK
Kia,19350000000.0,48.0,S. Korea
Ferrovial,19310000000.0,27.0,Spain
Nexon,19310000000.0,22.0,Japan
Wilmar International,19310000000.0,3.0,Singapore
Swedbank,19250000000.0,17.0,Sweden
Copel,19210000000.0,7.0,Brazil
Panasonic,19180000000.0,8.0,Japan
ORIX,19160000000.0,81.0,Japan
Teledyne,19140000000.0,409.0,USA
Nippon Paint,19140000000.0,8.0,Japan
Waters Corporation,19140000000.0,322.0,USA
Steris,19140000000.0,192.0,Ireland
Hologic,19130000000.0,78.0,USA
Centrais Electricas Brasileiras,19120000000.0,8.0,Brazil
Coterra Energy,19120000000.0,24.0,USA
Ventas,19110000000.0,48.0,USA
China Railway Group,19090000000.0,1.0,China
Marubeni,19080000000.0,11.0,Japan
Banco do Brasil,19070000000.0,7.0,Brazil
Mahindra & Mahindra,19040000000.0,15.0,India
Kanzhun,18960000000.0,24.0,China
Pembina Pipeline,18950000000.0,34.0,Canada
China Tower,18930000000.0,0.0,China
Mengniu Dairy,18900000000.0,5.0,China
Z Holdings,18880000000.0,3.0,Japan
CenterPoint Energy,18870000000.0,30.0,USA
Essity,18870000000.0,26.0,Sweden
Garmin,18800000000.0,98.0,Switzerland
Nan Ya Plastics,18800000000.0,2.0,Taiwan
Mid-America Apartment Communities,18780000000.0,158.0,USA
Straumann,18780000000.0,118.0,Switzerland
Aker BP,18720000000.0,30.0,Norway
CMS Energy,18700000000.0,64.0,USA
HEICO,18700000000.0,158.0,USA
CP All,18690000000.0,2.0,Thailand
DoorDash,18630000000.0,48.0,USA
Markel,18610000000.0,1384.0,USA
ČEZ Group,18510000000.0,34.0,Czech Republic
CLP Group,18510000000.0,7.0,Hong Kong
H&M,18490000000.0,12.0,Sweden
NIO,18480000000.0,10.0,China
George Weston,18470000000.0,128.0,Canada
Wabtec,18460000000.0,102.0,USA
China Southern Airlines,18390000000.0,34.0,China
Celltrion,18380000000.0,128.0,S. Korea
Legal & General,18380000000.0,3.0,UK
Best Buy,18370000000.0,83.0,USA
Invitation Homes,18250000000.0,30.0,USA
Formosa Plastics,18240000000.0,3.0,Taiwan
J. B. Hunt,18220000000.0,176.0,USA
Hong Kong and China Gas,18220000000.0,1.0,Hong Kong
EPAM Systems,18210000000.0,317.0,USA
Amcor,18160000000.0,12.0,Switzerland
NIBE Industrier,18150000000.0,9.0,Sweden
Saudi Arabian Fertilizer Company,18120000000.0,38.0,S. Arabia
Sun Communities,18110000000.0,143.0,USA
Steel Dynamics,18020000000.0,103.0,USA
Incyte,17990000000.0,81.0,USA
Rollins,17990000000.0,37.0,USA
Darden Restaurants,17980000000.0,147.0,USA
SGS,17970000000.0,2400.0,Switzerland
"M3, Inc",17960000000.0,26.0,Japan
Icahn Enterprises,17870000000.0,53.0,USA
Tata Motors,17860000000.0,23.0,India
Clorox,17820000000.0,144.0,USA
United Microelectronics,17800000000.0,7.0,Taiwan
Magna International,17730000000.0,62.0,Canada
Kaō,17720000000.0,38.0,Japan
Quest Diagnostics,17720000000.0,156.0,USA
LPL Financial,17690000000.0,222.0,USA
AES,17650000000.0,26.0,USA
Molina Healthcare,17610000000.0,302.0,USA
Kyocera,17610000000.0,49.0,Japan
Tsingtao,17590000000.0,15.0,China
Powergrid Corporation of India,17580000000.0,3.0,India
Advanced Info Service (AIS),17580000000.0,6.0,Thailand
Geberit,17570000000.0,509.0,Switzerland
Take 2 Interactive,17570000000.0,105.0,USA
Omnicom,17550000000.0,86.0,USA
Wharf REIC,17540000000.0,6.0,Hong Kong
Dollarama,17540000000.0,61.0,Canada
POSCO,17540000000.0,58.0,S. Korea
Eisai,17520000000.0,61.0,Japan
IDEX,17500000000.0,232.0,USA
Danske Bank,17490000000.0,21.0,Denmark
Porsche SE,17480000000.0,58.0,Germany
Cathay Financial Holding,17480000000.0,1.0,Taiwan
KB Financial Group,17430000000.0,45.0,S. Korea
Alinma Bank,17350000000.0,9.0,S. Arabia
Roblox,17350000000.0,29.0,USA
Henderson Land Development,17340000000.0,4.0,Hong Kong
J.M. Smucker Company,17330000000.0,163.0,USA
Exor,17290000000.0,75.0,Netherlands
Cincinnati Financial,17240000000.0,110.0,USA
Monolithic Power Systems,17240000000.0,367.0,USA
Align Technology,17240000000.0,221.0,USA
Aeon,17220000000.0,20.0,Japan
Expeditors,17210000000.0,108.0,USA
West Pharmaceutical,17210000000.0,233.0,USA
Toyota Industries,17210000000.0,55.0,Japan
Paycom,17200000000.0,287.0,USA
Abiomed,17180000000.0,381.0,USA
Vantage Towers,17160000000.0,34.0,Germany
KeyCorp (KeyBank),17130000000.0,18.0,USA
Snam,17130000000.0,5.0,Italy
Tata Steel,17100000000.0,1.0,India
OMV,17090000000.0,51.0,Austria
Avangrid,17080000000.0,44.0,USA
Campbell Soup,17070000000.0,57.0,USA
Cooper Companies,17030000000.0,345.0,USA
Hindustan Zinc,17030000000.0,4.0,India
Ball Corporation,17030000000.0,54.0,USA
Brookfield Renewable Partners,16980000000.0,26.0,Bermuda
Fresenius,16970000000.0,30.0,Germany
Ubiquiti,16900000000.0,280.0,USA
Marathon Oil,16890000000.0,27.0,USA
PerkinElmer,16860000000.0,134.0,USA
ZTE,16800000000.0,4.0,China
Royalty Pharma,16800000000.0,38.0,UK
Fox Corporation,16780000000.0,30.0,USA
W. P. Carey,16760000000.0,81.0,USA
Howmet Aerospace,16730000000.0,40.0,USA
First Solar,16710000000.0,157.0,USA
Live Nation,16710000000.0,72.0,USA
Otsuka Holdings,16690000000.0,31.0,Japan
Nu Holdings,16680000000.0,4.0,Brazil
Brown & Brown,16660000000.0,59.0,USA
Mitsubishi Estate,16640000000.0,12.0,Japan
MS&AD Insurance,16620000000.0,31.0,Japan
PKN Orlen,16610000000.0,14.0,Poland
Associated British Foods,16610000000.0,21.0,UK
Mitsui Fudosan,16600000000.0,18.0,Japan
Pinterest,16580000000.0,24.0,USA
Shinhan Financial Group,16560000000.0,32.0,S. Korea
CF Industries,16560000000.0,84.0,USA
Targa Resources,16540000000.0,73.0,USA
Bolloré,16530000000.0,6.0,France
Guotai Junan Securities,16510000000.0,2.0,China
Swire Properties,16500000000.0,3.0,Hong Kong
Power Corporation of Canada,16490000000.0,25.0,Canada
Publicis Groupe,16470000000.0,65.0,France
Hai Di Lao Hot Pot,16440000000.0,3.0,China
Kubota,16410000000.0,14.0,Japan
ICON plc,16360000000.0,200.0,Ireland
Ems-Chemie,16340000000.0,699.0,Switzerland
Texas Pacific Land Trust,16300000000.0,2068.0,USA
Jacobs Engineering,16270000000.0,129.0,USA
Bank of Jiangsu,16250000000.0,1.0,China
Hydro One,16230000000.0,27.0,Canada
Bank of Nanjing,16170000000.0,2.0,China
Renesas Electronics,16170000000.0,9.0,Japan
Swedish Match,16160000000.0,11.0,Sweden
Spotify,16130000000.0,84.0,Sweden
Broadridge Financial Solutions,16130000000.0,137.0,USA
China Communications Construction,16120000000.0,1.0,China
Swiss Life,16080000000.0,533.0,Switzerland
Link REIT,16080000000.0,8.0,Hong Kong
Check Point Software,16070000000.0,128.0,Israel
Standard Bank Group,15990000000.0,10.0,South Africa
Coal India,15990000000.0,3.0,India
3i Group,15940000000.0,16.0,UK
HDFC Life,15920000000.0,7.0,India
The Mosaic Company,15910000000.0,47.0,USA
China Merchants Securities,15890000000.0,2.0,China
Chewy,15880000000.0,38.0,USA
Atmos Energy,15860000000.0,113.0,USA
Chongqing Changan,15830000000.0,2.0,China
FMC,15800000000.0,125.0,USA
Nippon Steel,15790000000.0,17.0,Japan
Tourmaline Oil,15750000000.0,47.0,Canada
SolarEdge,15750000000.0,282.0,Israel
Asahi Group,15720000000.0,31.0,Japan
Santos,15700000000.0,5.0,Australia
Rentokil Initial,15620000000.0,30.0,UK
Ajinomoto,15600000000.0,29.0,Japan
Hyundai Mobis,15600000000.0,168.0,S. Korea
Terna,15590000000.0,8.0,Italy
Pidilite,15530000000.0,31.0,India
Itaúsa,15520000000.0,2.0,Brazil
Suzuki Motor,15510000000.0,32.0,Japan
FICO,15480000000.0,602.0,USA
Tradeweb,15410000000.0,67.0,USA
FactSet,15400000000.0,404.0,USA
Symrise,15400000000.0,110.0,Germany
SBI Life Insurance,15380000000.0,15.0,India
Geely,15360000000.0,2.0,China
Tencent Music,15360000000.0,9.0,China
PChem (Petronas Chemicals Group),15360000000.0,2.0,Malaysia
Coca-Cola FEMSA,15350000000.0,68.0,Mexico
Huatai Securities,15330000000.0,17.0,China
NVR,15330000000.0,4797.0,USA
Skyworks Solutions,15280000000.0,95.0,USA
Swatch,15270000000.0,306.0,Switzerland
Aviva,15250000000.0,5.0,UK
Avery Dennison,15240000000.0,188.0,USA
Expedia Group,15240000000.0,94.0,USA
UCB,15230000000.0,79.0,Belgium
First Quantum Minerals,15210000000.0,22.0,Canada
Brookfield Infrastructure Partners,15210000000.0,33.0,Bermuda
China Merchants Shekou Industrial Zone,15200000000.0,2.0,China
Etsy,15150000000.0,121.0,USA
China Steel,15110000000.0,2.0,Taiwan
AerCap,15100000000.0,61.0,Ireland
Huaneng Power,15040000000.0,1.0,China
Formula One Group,15030000000.0,65.0,USA
Textron,15000000000.0,72.0,USA
Zscaler,14990000000.0,104.0,USA
BT Group,14980000000.0,2.0,UK
LKQ Corporation,14980000000.0,55.0,USA
Toshiba,14940000000.0,35.0,Japan
Prada,14910000000.0,6.0,Italy
Sonova,14900000000.0,244.0,Switzerland
Lasertec,14900000000.0,165.0,Japan
Coles Group,14870000000.0,11.0,Australia
Arca Continental,14870000000.0,9.0,Mexico
Snap,14870000000.0,9.0,USA
Fairfax Financial,14870000000.0,595.0,Canada
Blue Owl Capital,14870000000.0,11.0,USA
Evergy,14860000000.0,65.0,USA
Rocket Companies,14840000000.0,7.0,USA
Moncler,14810000000.0,55.0,Italy
Tryg,14780000000.0,23.0,Denmark
Synchrony,14770000000.0,33.0,USA
Iron Mountain,14730000000.0,51.0,USA
Daiwa House,14690000000.0,22.0,Japan
Viatris,14670000000.0,12.0,USA
Teleperformance,14650000000.0,247.0,France
WSP Global,14630000000.0,118.0,Canada
Philips,14620000000.0,16.0,Netherlands
Burlington Stores,14590000000.0,224.0,USA
SVB Financial Group,14520000000.0,246.0,USA
PTC,14490000000.0,123.0,USA
Rivian,14480000000.0,16.0,USA
JDE Peet's,14480000000.0,29.0,Netherlands
Bunge,14470000000.0,97.0,USA
Shaw Communications,14460000000.0,29.0,Canada
CTBC Financial Holding,14410000000.0,1.0,Taiwan
Shionogi,14390000000.0,48.0,Japan
Essex Property Trust,14390000000.0,215.0,USA
Norsk Hydro,14380000000.0,7.0,Norway
Healthpeak Properties,14370000000.0,27.0,USA
China Railway Construction,14360000000.0,1.0,China
Loews Corporation,14350000000.0,60.0,USA
Leidos,14340000000.0,105.0,USA
ASE Group,14340000000.0,7.0,Taiwan
Lamb Weston,14330000000.0,100.0,USA
Nitori Holdings,14320000000.0,127.0,Japan
Zhongsheng Group,14320000000.0,6.0,China
MGM Resorts,14280000000.0,37.0,USA
Sompo Holdings,14240000000.0,43.0,Japan
GAC (Guangzhou Automobile Group),14220000000.0,2.0,China
Teradyne,14210000000.0,91.0,USA
Franklin Resources,14190000000.0,28.0,USA
Astra International,14130000000.0,0.0,Indonesia
Bangkok Dusit Medical Services (BDMS),14130000000.0,1.0,Thailand
Zebra Technologies,14110000000.0,273.0,USA
Shimano,14080000000.0,155.0,Japan
Fortum,14070000000.0,16.0,Finland
Huazhu Hotels,14060000000.0,44.0,China
MFHC,14050000000.0,1.0,Taiwan
Royal Caribbean,14030000000.0,55.0,USA
Gen Digital,14000000000.0,22.0,USA
Jerónimo Martins,13980000000.0,22.0,Portugal
NetApp,13970000000.0,64.0,USA
ABN AMRO,13970000000.0,15.0,Netherlands
Aristocrat,13970000000.0,21.0,Australia
Erste Group Bank,13960000000.0,34.0,Austria
Volvo Car,13950000000.0,5.0,Sweden
Vedanta,13940000000.0,4.0,India
Shinkin Central Bank,13900000000.0,2073.0,Japan
Alliant Energy,13890000000.0,55.0,USA
Interpublic Group,13870000000.0,36.0,USA
Westlake Chemical,13820000000.0,108.0,USA
Siemens Energy,13810000000.0,19.0,Germany
United Airlines Holdings,13800000000.0,42.0,USA
Fleetcor,13800000000.0,187.0,USA
Eurofins Scientific,13800000000.0,70.0,Luxembourg
Sodexo,13790000000.0,94.0,France
Apache Corporation,13780000000.0,43.0,USA
Aéroports de Paris,13770000000.0,140.0,France
Everest Re,13760000000.0,351.0,BM
Almarai,13760000000.0,14.0,S. Arabia
Nomura Research Institute,13720000000.0,23.0,Japan
Indian Oil,13690000000.0,1.0,India
MTN Group,13660000000.0,8.0,South Africa
Splunk,13640000000.0,83.0,USA
B3,13630000000.0,2.0,Brazil
Booz Allen Hamilton,13600000000.0,103.0,USA
Formosa Chemicals & Fibre,13580000000.0,2.0,Taiwan
Avantor,13530000000.0,20.0,USA
Dassault Aviation,13500000000.0,161.0,France
Akamai,13490000000.0,86.0,USA
CK Infrastructure,13490000000.0,5.0,Hong Kong
Nordson,13470000000.0,236.0,USA
Bandai Namco,13460000000.0,61.0,Japan
SS&C Technologies,13450000000.0,53.0,USA
Novozymes,13420000000.0,49.0,Denmark
Inpex,13410000000.0,10.0,Japan
Grasim Industries,13400000000.0,20.0,India
Newcrest Mining,13380000000.0,15.0,Australia
Continental,13370000000.0,67.0,Germany
Grab Holdings,13360000000.0,3.0,Singapore
Telenor,13350000000.0,10.0,Norway
Kimco Realty,13310000000.0,22.0,USA
Poste Italiane,13310000000.0,10.0,Italy
Palantir,13310000000.0,6.0,USA
QBE Insurance,13300000000.0,9.0,Australia
